Signal,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0.0,0.2620318411248751,0.37437946505447195,0.9919390801093321,0.8856081974486312,0.2695132391536995,0.6618988824825195,0.2725868766073918,0.0161277480126768,0.2698545679221669,0.7760077637049089,0.14562604071985152,0.8476278382656873,0.3163772387914128,0.04576505704348821,0.7954810378792667,0.594477811351442,0.4616296542916615,0.5137278932092465,0.7314555367360055,0.7255764356410397
0.0,0.09404095580210348,0.7258883063549004,0.7375609948249399,0.49248349121581214,0.4575449209291418,0.7918541179866779,0.9508750139366813,0.1801646339395162,0.6968397272575574,0.46250867278538277,0.8845245777180288,0.5939322048156567,0.8725522063551404,0.7120172252796272,0.4059220351080626,0.33720238205774844,0.21670621107478572,0.5118405411647206,0.18499543614121505,0.13590473950435322
0.0,0.9860012899277008,0.0720749377791019,0.7685547696573722,0.9898005617669361,0.47257660849572314,0.3062675911083489,0.4764609060156966,0.43491276145997704,0.24363439457665614,0.6677021614306418,0.626589324181527,0.4992283282660336,0.09862790596339499,0.9588826735955026,0.6578989167875658,0.2538899094995609,0.8977940983703118,0.9138633911720107,0.5922362541950676,0.8695964914346367
0.0,0.16940853269168643,0.17118157870587736,0.31619397942967176,0.8265663968321436,0.48901894018205894,0.7655213979938803,0.11389944760718351,0.8382755122927741,0.18658521938114492,0.8681539089992768,0.33177252663682055,0.7337880142233968,0.16053182504975472,0.7443961811856942,0.20677914389289198,0.7564937093973136,0.5792734030341331,0.2900235307241673,0.9346986409907039,0.39641282756117824
0.0,0.4667167596577809,0.29609141908408854,0.32290662292602534,0.41626839418313644,0.6880950991576079,0.2410064227188492,0.7523594780071783,0.42555475015666,0.6237313767305531,0.35008587692971094,0.9714464364024874,0.8452920686960703,0.557009241382954,0.25022254562577273,0.505964122328864,0.3658491607415504,0.8501527302207695,0.41279084135187494,0.2441399829847689,0.16565115129957098
0.0,0.4799971635758593,0.524791466027959,0.3280081349691215,0.3022538359598549,0.351871083259658,0.28514138692836033,0.9915492020861165,0.4890557305388561,0.12429001451243404,0.8947469622448335,0.6848589457163485,0.20782634248922915,0.24235118542269918,0.035695751320082625,0.9444778425896893,0.26009240075343354,0.48894368166111035,0.2507109731032172,0.9043138066801752,0.3689621659662957
0.0,0.799608676871396,0.975765122482142,0.022304866235549503,0.06249804679643012,0.3572541077107546,0.7114430702232859,0.6261064230071599,0.9749523474335492,0.9217060981956832,0.7307268199368301,0.9724097982310611,0.6138340325354743,0.1666671682160843,0.5957212911525296,0.10382731970065895,0.6226419452044931,0.9305367264472554,0.021339722540290373,0.49297754629689183,0.941277610946544
0.0,0.1761922836001103,0.8453693622819599,0.1117374837511742,0.9260374832644358,0.2929808017990161,0.06678998320021623,0.7611177319210044,0.7040423350015906,0.5155131159104176,0.7145072946291752,0.7637737007461672,0.33428371596302786,0.5259036459464108,0.11586338571745047,0.06040590060756179,0.2708809114060665,0.8422038778059653,0.5890413391006516,0.8944481191752007,0.6552192987290066
0.0,0.42258364212619537,0.8035558540289883,0.03235610602309302,0.7786365452635046,0.018939463532553713,0.4982546702107997,0.9676588430882127,0.32409615259282143,0.5271132210558214,0.0750986681287319,0.4697988060664605,0.08041666678808645,0.25677260032659643,0.5456022485238963,0.1274307111693449,0.03406374653617905,0.8256740136422467,0.04300879893871978,0.7614015693151424,0.10219826107880536
0.0,0.45913176671794587,0.6530106067263723,0.22193105081821496,0.7540343686240716,0.7152387479735631,0.9460235799290628,0.30670412636206046,0.6376662124488819,0.9176464115728556,0.6443473148561324,0.9765222812106769,0.39988673319941526,0.6374676023694382,0.1958852857020541,0.33159574628727406,0.8508275526695152,0.4233970837538905,0.9939500175334532,0.624675612823353,0.3554084850850602
0.0,0.9671104341143771,0.55788904753703,0.28263402972496066,0.7345260848993106,0.4809080645305467,0.6175806739694168,0.9420485893163807,0.6695672873918423,0.3348873724492757,0.6100936622777264,0.3766729354999774,0.7676443844509996,0.2997482505498156,0.0007754221420630536,0.189165119905371,0.16323236930574736,0.9820615052828878,0.5111809417697044,0.28996035316856805,0.6063397204352833
0.0,0.4506142140488899,0.6469251244236951,0.6270642123268128,0.562802082646838,0.7187165000584116,0.6467716575246943,0.23794742546388015,0.2851326912774538,0.40670005106697804,0.5874971985088598,0.5755945064336473,0.025960669253198954,0.4216854530507066,0.9068038642233391,0.11991424533171569,0.1246654661601333,0.25913547423863525,0.6832158575629657,0.7495118214764571,0.28993502365184187
1.0,0.7317744204134062,0.7213491019918525,0.4897121109019147,0.4915557687713964,0.5493517289175869,0.5036242487354837,0.4367808403031279,0.19921978359393286,0.636443163858672,0.5433247926106638,0.39577341073377015,0.4802496772903314,0.09221719457713876,0.28618021194012433,0.5187087946681991,0.44146766156643186,0.7804656351509062,0.5771040492762833,0.626797674208706,0.41255186005965794
0.0,0.0013781191125818992,0.9004013960633127,0.7870230910347125,0.1075968592871509,0.3863568136519283,0.65010525783902,0.573653902539789,0.7054651549709753,0.44373588352188154,0.3002243843807695,0.17688676065303433,0.29532868342990615,0.8687390155043985,0.03539921689353964,0.8829064500202606,0.3446652749466289,0.7425891110523872,0.1909717067352864,0.33652453158609374,0.08965426348527183
1.0,0.6919329730849826,0.6845151760890942,0.5146791857517329,0.5669848077739919,0.6079783804157916,0.8263990068811953,0.950915160046862,0.22023887979373982,0.6367966523055028,0.37156034267486826,0.27755317015116354,0.45381366696359615,0.1369077365201532,0.33369896900546614,0.5083907387858135,0.44553454705015116,0.31472539517274556,0.6360945372849648,0.4218686378026456,0.8997636874991405
0.0,0.9734915363790473,0.6070763838040902,0.4094452283162908,0.8943903952880563,0.5735677066918827,0.9009893534309688,0.17026175499702978,0.8914919589994632,0.46003469962301335,0.39002991175246626,0.13315419587517663,0.8901126632467123,0.03084910766974147,0.8046030971970781,0.45244506633861115,0.4114948305011815,0.5753672690060588,0.7167893613964834,0.21904679848814157,0.08171687903627345
0.0,0.022129825726745045,0.37782374079808934,0.447363863641964,0.4687997916592237,0.7245487032805853,0.9284111170738029,0.8623188487019408,0.3692324639353247,0.6689247989984362,0.6143695997044154,0.5155199076988439,0.815840835067195,0.16194765744680517,0.08544565772340729,0.3909439191162557,0.6806169042207098,0.8389362948184645,0.4430034918110318,0.01460841579520511,0.31124609028705974
0.0,0.10252599845021537,0.10148248888853106,0.28478881650232757,0.11009671444209213,0.7656019573657864,0.9049605105198081,0.7257549706135257,0.2602575645972862,0.15772179293797317,0.05979249668943021,0.6769329811781467,0.8349998996458912,0.8502753711019535,0.6275929028688535,0.6548704194412891,0.12769280580632913,0.7680697674945998,0.7099566304417668,0.3994908776840663,0.514425065360673
