Signal,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0.0,0.669319301124888,0.9980291789837835,0.42594136354578227,0.5574502108564977,0.6306195926972382,0.3267971727057025,0.1035976297181973,0.4855026742017867,0.7495718676056614,0.8260997268448262,0.7340118541131935,0.9833605493880853,0.07044872039316519,0.5559522033385697,0.6781977065201801,0.2156315390063992,0.5353633808063812,0.20233929330262168,0.20141040658765996,0.6075786353275215
0.0,0.12262768326676465,0.22076285472241175,0.8473153587537056,0.10506843869851068,0.5263111902128942,0.30564368569002087,0.979928426805929,0.7920432361735178,0.6743271173227379,0.1293605544196914,0.20433597267071002,0.17291015893495887,0.49408467192068706,0.33418008638417485,0.5126168631718616,0.9358931855329216,0.3752922465499332,0.17974792826231933,0.5437233738994881,0.4323951794471499
0.0,0.6688780795941812,0.8972824761952882,0.5860434438673111,0.22275923532526842,0.42022896046979796,0.6392729208198823,0.1908340874955372,0.5639211982674077,0.9136611606387613,0.31129645823631336,0.5654164560182553,0.7853077685175857,0.05616141310331568,0.40471298928303656,0.966351720884608,0.13097361720476852,0.45116386703863665,0.7467163805754247,0.9730166683057183,0.9545491590120573
0.0,0.1680830042558451,0.26177429911850314,0.03845798130174993,0.6355458435405312,0.44362223084606667,0.4521817130160385,0.31055961210501126,0.35341752337971133,0.11157532857511832,0.2634575511502605,0.7198065811407182,0.646812598489273,0.73217506932072,0.8385050164227188,0.9538830893157877,0.37660737692054347,0.6041980307529659,0.9845374552916578,0.20337578829254976,0.6257391563348517
0.0,0.9449135937092564,0.940038979343581,0.7572748497930272,0.16686084002723633,0.6565242270161262,0.5624306373377244,0.2579926039915913,0.8644332350496584,0.7722786815722923,0.03548507809061863,0.8388857124805584,0.12129489484000444,0.8514324317361447,0.32560720801366116,0.9844956923032354,0.46702449061219176,0.47152975121100216,0.9028339108720704,0.1228196534498387,0.5756158776700072
0.0,0.17824400185169942,0.33436462208671414,0.6111231996866892,0.5513447034627749,0.13376710997457464,0.019374213025630693,0.9196588225828867,0.22610680501435354,0.2912697607027186,0.06766384454028318,0.19551505625708532,0.15161202751142822,0.8350748786938113,0.4155488527735751,0.00573004899144125,0.7370018759730494,0.48357769871385925,0.8223807257765406,0.2971742142113597,0.9241447303691727
0.0,0.19704149308122387,0.06790214048822585,0.18283507291042123,0.07706464953556935,0.7647555557406284,0.44158170555353593,0.5801292314281983,0.08166877538718798,0.7854573261563663,0.7900698208491522,0.9851896183837844,0.44875767492188856,0.5768925032271535,0.20370289490649662,0.259598242979615,0.6577736169382528,0.5024026033031812,0.021422364311760145,0.7741480811053518,0.5997402577666614
0.0,0.717097353013396,0.4901510931173033,0.451736301926156,0.8974182626689455,0.243841214509133,0.9854603409793483,0.30698603494367693,0.31494315409168117,0.07430182073103331,0.4087984411015201,0.20262789425776873,0.7739647719883815,0.009486388385641753,0.46947440423231823,0.5211766847280094,0.6447559947807163,0.06531541857321255,0.761717434768946,0.45407707266627484,0.06818046650857879
0.0,0.7178945219654244,0.2703390471142504,0.9769328976672307,0.7679139776555856,0.32939071893162597,0.6717706248727101,0.3257166173218049,0.8657115066410536,0.9165280654843792,0.6226827579127642,0.9287229348749427,0.6362464867353593,0.23042038746631754,0.5596110315451327,0.8343881905066901,0.04002661776874894,0.39218500827331737,0.4935770436513687,0.7992930593670792,0.07773945136789784
0.0,0.0963232146872467,0.691971412748007,0.0009281643006107121,0.5565257416269742,0.4798790787934093,0.6601546950352395,0.8285013588667552,0.17392091965234335,0.10647676308454901,0.8006960872874064,0.5693099068509172,0.2883400629427997,0.47601585041817573,0.45539113779750673,0.16818908963758228,0.9540860385968223,0.48093994201045487,0.09741114361938785,0.04087408673915671,0.41040929035420337
0.0,0.2790839832232115,0.2838801852157371,0.039204874552183244,0.8515577425946611,0.43636265517805795,0.6159797178038892,0.6787373331722304,0.714707907877102,0.046217354748464556,0.5570594453372137,0.12004892664572242,0.8599827299132203,0.8304741086505283,0.6290543908763099,0.63528391895744,0.4654185665357494,0.22450627874341755,0.49605524396387257,0.36939742666830444,0.6247683797341519
0.0,0.5177107972470161,0.27020969239537296,0.6172250818467953,0.872370789604197,0.17167960596842002,0.24249198479415157,0.1932234529414384,0.8330333983130811,0.9557457159318484,0.18883537345280677,0.38689803879433915,0.4310822214612249,0.14685728006216425,0.8409447642584096,0.8757491183970011,0.6797835559263795,0.29613427451067986,0.1581804780813324,0.7119558099037557,0.35691021157677205
0.0,0.20336727844827684,0.21812362591872014,0.7299070071327468,0.8922733706996964,0.3616958830556777,0.6952640118831481,0.9824714173124007,0.6421538774665227,0.49324318284331137,0.19973254038432908,0.7260713893909191,0.8815913829925455,0.32988553305728385,0.6070005575874473,0.940624558636579,0.23444365184117555,0.5345836151149912,0.2156051679104759,0.9500073526458855,0.08815206621082095
0.0,0.837875220401798,0.06719231945989035,0.831557461801579,0.4543913396176281,0.42659645577502714,0.9638849252585896,0.8809939387532169,0.5721179164412018,0.08109778214617258,0.7996269779915124,0.6442359617452681,0.010119660638912453,0.09378799416604788,0.5658711082798272,0.7700807211909163,0.215265393899837,0.8000149814611348,0.7607773515951426,0.8414610607922169,0.3804141086729499
0.0,0.6829838259901371,0.7696669770065308,0.9066412345264185,0.8473232790216932,0.5873194248434205,0.3189880706075917,0.6086398131213898,0.8747813493803644,0.17638043189956965,0.4118276935869065,0.8991744271855849,0.22210096581186056,0.09077299003707728,0.8539689984548402,0.9728387293355176,0.059049982789251665,0.6680605534522753,0.01663046630668863,0.8918481436426275,0.41242038701475314
0.0,0.7736076344661443,0.46160197172672957,0.612975952842943,0.4388597222658437,0.6578789384083813,0.7232890304176364,0.3567272754529657,0.05690272818601594,0.6231879208688285,0.8924730305055388,0.9045529937872738,0.367948164006888,0.05471656870434505,0.5289028332855799,0.38346830219593975,0.5742301809401553,0.3594707995760672,0.4349196871586185,0.8353908436738569,0.9285393818024756
0.0,0.1609364125839795,0.662186059228648,0.35359109887545614,0.14889547641325218,0.7343730178280975,0.5159209651415083,0.4132293044815716,0.8956861749546666,0.6902511655453056,0.7812067508516921,0.42411664234879,0.6745723989885197,0.1745196763586524,0.1964847270092116,0.921089158028979,0.20753596017894793,0.5591960929494608,0.0003885221303489006,0.2042668887252279,0.2970696874777343
