Signal,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0.0,0.44762842250818813,0.6674751853676252,0.24547236112081527,0.51209904066047,0.2382581325802683,0.029688937072490873,0.16264609671614205,0.6395151034967135,0.9496786542855792,0.7754147724282225,0.27362846244205397,0.6062837767983588,0.7801834239066852,0.0494443719424732,0.8326237013402072,0.4420195962097657,0.649465334805315,0.3259563517428987,0.38307471940350235,0.24624384329783644
0.0,0.355602730290157,0.5400158937544239,0.2291805660304892,0.8843472560403608,0.7525179176169986,0.08614648742433484,0.11316204464369695,0.5779074476484474,0.4153705206182232,0.20712398460352033,0.30222892506913357,0.3989147752750457,0.45301085205222735,0.6761155073477446,0.9533682053035294,0.05748271514691239,0.23433471164214315,0.24822749221889184,0.11653782540450874,0.935229106933793
0.0,0.8954277509992595,0.7694965056872338,0.08548043674140304,0.20722424567125775,0.8618723809940778,0.5814124267014887,0.5642732117716559,0.12698975488688546,0.6589075953417325,0.6190286722254966,0.36750609620863606,0.9910237148667523,0.0858585929913609,0.770197276216439,0.60892051898948,0.6762629707937996,0.9804622919321117,0.8070958171021233,0.1811965074770291,0.2843920253927098
0.0,0.6387553971486734,0.3449648797231172,0.40015534382775164,0.8656957326762588,0.4818001776117006,0.5968753962141333,0.9259708556427251,0.10064246706531232,0.2082543395055365,0.7390955508495822,0.6954641298469035,0.05643237927159028,0.804522307342277,0.11804373693145176,0.8646350479238107,0.9916956406543112,0.3671350740800634,0.3557966133420044,0.9024800196867291,0.651159044007891
0.0,0.27144280265676846,0.11985779357524673,0.6209644782809269,0.2583358396118587,0.7707959159055975,0.20924457110085415,0.5566916678443098,0.8007506432146164,0.4329623760291984,0.7563308607608369,0.011557722709363172,0.6484962888477654,0.7700087582291147,0.03447630731294049,0.6529097958234857,0.8949954481431209,0.5267844762135718,0.5896553757044715,0.2691003105758192,0.45116760315323956
0.0,0.20267031610098618,0.7257217479647703,0.24031232541732617,0.7293661926745368,0.3464587448709292,0.4205594237764346,0.15729800923128012,0.9197011668635163,0.36085918320747623,0.5363337340221308,0.16591559300983072,0.6234810674220576,0.9114337303233518,0.25145532091474543,0.05941918406621738,0.20608235531253805,0.6300702660895054,0.8842291746882939,0.2822509104702535,0.6068513582111758
1.0,0.8378630402944929,0.36745639009157244,0.5387658537040708,0.625353460245578,0.5954953915852904,0.5970751522233363,0.3196806476168586,0.34826637834886187,0.5696695220455068,0.3947617918354832,0.8974391832208602,0.4854561687703713,0.8287309375864235,0.8932011955681426,0.3890785297071945,0.22035134721500765,0.33017786894988616,0.7645908301051391,0.883543001523627,0.5985360258003949
0.0,0.3449423728555916,0.5003792164463512,0.5144823054165821,0.6003995271767762,0.0027993459280535316,0.6726817145439856,0.5218010444239135,0.7287994342652838,0.3104523711887158,0.955159120212834,0.3692745724649975,0.5124337820734252,0.17022454022385036,0.7913093833120642,0.45390069908769404,0.8030783841318101,0.28835797686213094,0.836415074813388,0.20808806850058192,0.9762440367475436
0.0,0.22754327412342956,0.06631145959740481,0.8800652863882816,0.4221905926910309,0.28002555144598584,0.24989740000452187,0.3394719844329531,0.0036760884927102833,0.8096614644563519,0.8323755220800062,0.8490968541559137,0.5313027207586999,0.006442916204923987,0.8527546357276559,0.42439992091282,0.7542545587764501,0.8634722405727961,0.5029137142355128,0.9459230864861777,0.8224688090856064
0.0,0.3587892036386634,0.6392449022314057,0.8995566545561892,0.10569480428499856,0.6250658984473267,0.7867264389681348,0.1331506818917284,0.3028865610999625,0.31547970804918,0.7750516665752871,0.20755415051819015,0.7721120585140655,0.9555711850173662,0.1827196983885403,0.7095641567409645,0.7387230718056469,0.7302632678181462,0.6559782304871751,0.6811579737304321,0.7668731882361788
0.0,0.30024255456464277,0.6710435733798263,0.6127847673672076,0.14819676419742367,0.36895323232022925,0.6641097310080414,0.9598845457580685,0.7297914477552289,0.2906510828485622,0.7676888318382282,0.5519254261337778,0.3381760027217118,0.6308256564465704,0.800303579516344,0.8818955607715979,0.3774284334731909,0.48162336229643565,0.4106253747831772,0.05338824355099414,0.007047381945344822
0.0,0.45649598274931125,0.8692311599798599,0.39808543077995007,0.5472048095343536,0.13943515474296542,0.813168048627692,0.8640485031699287,0.5477539342013549,0.9359901762493118,0.09706291889512375,0.9052833720792851,0.6457203242465973,0.9095432238404584,0.03629059658953682,0.8898642246907971,0.3041051173928828,0.6972115137901225,0.07098406035549842,0.7508449559617607,0.7178775170849901
0.0,0.11764729076186786,0.5143678424093203,0.3398657478756738,0.35920180912857436,0.9690791572436436,0.5786166922325643,0.5830662502491466,0.77508129579171,0.5257020539708949,0.6851464344247848,0.3283724375471454,0.09980323982496009,0.7200400435379006,0.5812256943109279,0.8772871929108168,0.5213484459357683,0.2299268074942824,0.4558749063516112,0.3730059975422694,0.08887472102008809
0.0,0.6076485414317545,0.8984644392441377,0.437189897563382,0.07890822161390043,0.3585339752800022,0.08400517105485161,0.340366219657407,0.4456888308228275,0.1649372952325766,0.07996801026213562,0.9055600012550988,0.8786813146637987,0.4003299230998736,0.07639298777821046,0.48667745119444106,0.03152453589157189,0.871518698837243,0.34691487254872944,0.7941024793045012,0.26982629321526086
0.0,0.7527146019946958,0.586186272828534,0.23539017452117295,0.9205892958878535,0.6566262281751843,0.2455473135527686,0.11473015901363415,0.7171204584609481,0.5576702713544552,0.44843785362282407,0.948857627374446,0.9892360758101225,0.2544523986691962,0.09839808519408133,0.7507623413287932,0.03621047171181213,0.053689430217188305,0.46762736762990587,0.12706008503659083,0.29179707946417643
0.0,0.5697316505428459,0.6059109362482731,0.4538663479598567,0.10772900517839767,0.9887757171034417,0.6863821602016351,0.632143988607949,0.15309455203696554,0.18687310787491385,0.3227181317948038,0.7981661942196375,0.15628739100289524,0.6210352922676748,0.8391515321118849,0.44795972239721105,0.9257775050028968,0.9015620365655856,0.7094491084380514,0.2078817562515225,0.8361282342744902
0.0,0.9862106726260701,0.733665006353544,0.3668652161172232,0.3377140739116161,0.7205088519262842,0.051220523065318324,0.8405413781771086,0.8006022071316239,0.6319748744012235,0.5490397925808215,0.33879077257577195,0.18741432705258598,0.06242196616181106,0.26229816543646456,0.7123790106784105,0.9225244657296008,0.7704853011104277,0.08859214753618005,0.09019720995075975,0.23093520959558422
0.0,0.6875857199693586,0.29663691906745726,0.7629495324376722,0.314411157539385,0.8019363660519918,0.7727167081438242,0.21882100613375755,0.6151402718305807,0.8975518977458264,0.20697950425330325,0.6376430429868926,0.9265554051720939,0.16348225008361505,0.1645460483659592,0.013757859375811532,0.5311887979126095,0.85106599841749,0.7843430651587086,0.0768726062089603,0.10929816570300288
1.0,0.3387630965474052,0.22274708947720992,0.5737229208588261,0.13728897402435658,0.5911856732090244,0.5915006346026429,0.34465882755948984,0.4757046380011981,0.5963537529186117,0.38890992828328613,0.8962275653636312,0.4570286060353189,0.8001768004335638,0.9061823704637875,0.018033810129747585,0.1933029833758544,0.3223497579777364,0.7783610143742463,0.9233789199963184,0.9948231875975089
